year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,10,1.0,3473.8,8.366927563,3.2808645419999998,True,informationtech
2000,43,0.6744186046511628,3965.5813953488373,11.179467479069768,4.492150630232558,True,informationtech
2001,105,1.2666666666666666,4531.047619047619,11.58453399047619,5.987782736190476,True,informationtech
2002,167,2.2035928143712575,5716.952095808383,11.586835898203592,6.7062755389221556,True,informationtech
2003,218,1.6009174311926606,5262.775229357798,11.663891045871559,7.441639821100917,True,informationtech
2004,266,1.6203007518796992,5109.81954887218,11.65974992857143,6.935167522556391,True,informationtech
2005,301,1.5681063122923589,5222.076411960133,11.758183239202658,6.895708777408638,True,informationtech
2006,414,1.5507246376811594,5352.268115942029,11.966693560386474,7.342666512077294,True,informationtech
2007,460,1.6304347826086956,5380.45652173913,11.97646337826087,7.1375779173913045,True,informationtech
2008,581,1.4733218588640276,5219.659208261618,11.73298974354561,6.288393535283992,True,informationtech
2009,610,1.455737704918033,5104.613114754098,11.79157229180328,6.074352659016394,True,informationtech
2010,916,1.3799126637554586,4999.823144104804,12.033332390829694,6.131986110262009,True,informationtech
2011,1250,1.3112,5307.3416,12.07538704,6.540387064,True,informationtech
2012,1534,1.288787483702738,5304.559322033899,12.076792737940025,6.3100265977835726,True,informationtech
2013,1763,1.4276800907543958,5300.847419171866,12.062910323312535,6.199521134429949,True,informationtech
2014,1892,1.4064482029598309,5473.587209302325,12.152085750528542,6.263164006342495,True,informationtech
2015,2018,1.3543111992071357,5379.673439048563,12.08922707631318,6.368478250743309,True,informationtech
2016,2152,1.679832713754647,6840.66124535316,12.154163568773233,6.682473355018587,True,informationtech
2017,2011,1.7155643958229736,7093.10740924913,12.221910094480359,6.648727086026852,True,informationtech
2018,1663,2.1966325917017437,8779.534576067348,12.166646295850871,7.974018448586891,True,informationtech
2019,1735,2.454755043227666,10203.428818443805,12.084322639769454,8.807443648414985,True,informationtech
