year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,1,0.0,1910.0,9.651675213999999,0.0,False,business;informationtech;messageboardsandforums - 
2000,2,0.0,3852.0,10.91567203,7.05889343,False,business;informationtech;messageboardsandforums - 
2001,5,2.0,6505.2,11.399809052,8.939607678,False,business;informationtech;messageboardsandforums - 
2002,4,0.0,3633.0,11.31267308,7.181276895,False,business;informationtech;messageboardsandforums - 
2003,4,0.0,3637.0,11.31267308,7.181276895,False,business;informationtech;messageboardsandforums - 
2004,4,0.0,3637.0,11.31267308,7.181276895,False,business;informationtech;messageboardsandforums - 
2005,3,0.0,4097.333333333333,11.519909716666668,9.57503586,False,business;informationtech;messageboardsandforums - 
2006,6,2.3333333333333335,5352.0,11.556113885,9.794561156666667,False,business;informationtech;messageboardsandforums - 
2007,5,2.8,5975.6,11.729144028,11.753473388,False,business;informationtech;messageboardsandforums - 
2008,8,2.375,6119.375,11.66626008375,10.79619395125,False,business;informationtech;messageboardsandforums - 
2009,6,3.0,5998.833333333333,12.51059104,10.173286285,False,business;informationtech;messageboardsandforums - 
2010,10,4.1,7389.3,12.284323229999998,11.69703003,False,business;informationtech;messageboardsandforums - 
2011,16,2.375,7042.625,12.663975225,12.1490299625,False,business;informationtech;messageboardsandforums - 
2012,24,2.4583333333333335,7013.875,12.269547291666667,10.530738095833334,False,business;informationtech;messageboardsandforums - 
2013,25,3.56,7753.72,11.900658656000001,10.469901532,False,business;informationtech;messageboardsandforums - 
2014,22,3.9545454545454546,7673.363636363636,11.607718381818183,9.015338404545455,False,business;informationtech;messageboardsandforums - 
2015,20,4.1,7756.0,11.797746055000001,9.505175255000001,False,business;informationtech;messageboardsandforums - 
2016,18,3.3333333333333335,7947.555555555556,11.605189633333334,8.47624726111111,False,business;informationtech;messageboardsandforums - 
2017,15,4.333333333333333,7879.266666666666,11.264568633333333,9.251800993333335,False,business;informationtech;messageboardsandforums - 
2018,15,5.866666666666666,13373.866666666667,11.85991676,11.61181454,False,business;informationtech;messageboardsandforums - 
2019,20,3.3,11146.5,11.380497105,7.544814240000001,False,business;informationtech;messageboardsandforums - 
