year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2003,4,0.0,5303.0,12.7685732875,7.735021215,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2004,4,0.0,5429.5,12.0471542275,7.6462328275,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2005,7,0.0,5404.857142857143,12.924282142857143,8.595045758571429,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2006,8,0.0,5392.0,12.964279862500002,7.7574003025,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2007,5,2.0,3747.8,12.57512588,6.016523846,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2008,8,2.5,6008.25,12.79145945,9.27288958625,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2009,7,2.857142857142857,5301.142857142857,13.259268358571429,8.49591958,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2010,12,2.0,8548.916666666666,13.367889295833331,10.107070933333334,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2011,14,1.7142857142857142,8589.0,13.500677883571427,8.871147373571429,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2012,17,1.7647058823529411,9208.882352941177,13.679089917058823,9.266038717647058,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2013,21,1.7619047619047619,10247.142857142857,13.502111044761905,9.555576870476191,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2014,27,0.7037037037037037,6215.444444444444,11.786981692222222,6.692204844444445,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2015,26,0.8076923076923077,6959.923076923077,12.211744679615386,8.112378114615385,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2016,28,0.7142857142857143,6554.321428571428,11.971429898214284,7.585615056785714,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2017,27,1.4444444444444444,6637.444444444444,12.03855009888889,8.474132723333334,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2018,27,1.7037037037037037,6655.555555555556,12.062414067037038,7.212695531851852,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
2019,29,2.793103448275862,9679.172413793103,11.724398198275862,9.318885901034484,False,business;economyandfinance;informationtech - economyandfinance;informationtech - 
