year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,1,136.0,49525.0,12.09325327,15.73171695,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2001,4,4.5,14578.25,12.626564715,14.719641275,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2002,2,7.0,4384.0,11.252244735,13.348371205,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2003,4,9.0,11383.75,11.854952014999999,10.60711484,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2004,7,7.714285714285714,13947.857142857143,12.510276772857141,12.799006669999999,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2005,8,5.875,12438.75,12.50007448,9.66474299375,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2006,15,3.8666666666666667,6970.533333333334,11.661690803333334,6.7582093353333335,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2007,19,4.0,8806.052631578947,11.990896678421054,7.048612542631579,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2008,18,4.166666666666667,8871.555555555555,11.906623253333334,5.553923348333333,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2009,19,3.5789473684210527,7944.473684210527,12.164745615789473,6.111240375263158,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2010,34,2.5588235294117645,7074.529411764706,12.29771862382353,7.429885606470589,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2011,51,1.5098039215686274,6074.745098039216,12.523445631372548,8.860771970196078,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2012,73,1.356164383561644,5460.328767123287,12.2969802,7.802261035479451,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2013,76,1.644736842105263,5406.486842105263,11.930767008684212,6.8849751764473694,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2014,91,1.1978021978021978,5063.472527472528,12.051859704395605,5.784913127802197,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2015,81,1.1481481481481481,6038.234567901234,12.256132320987653,6.763089644444444,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2016,93,1.1720430107526882,6683.1720430107525,12.331380601075267,7.15740322795699,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2017,86,1.2906976744186047,6422.116279069767,12.502917889534881,6.932639926744186,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2018,76,2.986842105263158,11714.644736842105,12.670161818421054,9.535793178947369,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
2019,87,3.632183908045977,11228.931034482759,12.16831615632184,10.281771194252874,False,business;informationtech;proxyandfilteravoidance - informationtech;proxyandfilteravoidance - 
