year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,2,2.0,2189.0,13.71320346,0.0,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2000,11,1.8181818181818181,3809.3636363636365,12.305414198181818,2.76620423,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2001,16,1.875,4763.1875,12.248104526875,6.230597385,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2002,22,1.6363636363636365,6702.318181818182,11.937444298181818,9.205666783181819,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2003,32,1.0,5920.625,11.801719804375,9.4046180578125,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2004,24,0.5833333333333334,6442.166666666667,11.986792164166665,9.79199049375,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2005,29,0.6896551724137931,6226.793103448276,11.846561741379311,9.055777822413795,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2006,43,1.0232558139534884,5928.395348837209,11.254191497209302,8.651246961860465,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2007,51,1.5294117647058822,5992.803921568628,11.940413200980393,8.451727140784314,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2008,48,0.9791666666666666,6683.854166666667,11.962002824999999,10.091405117499999,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2009,57,0.9649122807017544,6447.649122807017,11.499534838947369,9.693356833684213,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2010,78,1.0384615384615385,6447.602564102564,11.416348078717949,8.825411874358974,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2011,99,1.3838383838383839,6348.828282828283,11.57769252090909,8.11244468969697,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2012,128,1.703125,6476.15625,11.793682605390625,8.37471107859375,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2013,153,2.0065359477124183,6734.078431372549,11.919328912679738,8.369743218300654,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2014,170,2.364705882352941,6926.964705882353,12.05353060205882,8.761677354823531,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2015,185,2.6648648648648647,7144.383783783784,12.355055249567567,8.898290854648648,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2016,186,2.817204301075269,7621.032258064516,12.613087492849463,8.762087333602151,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2017,159,2.9371069182389937,8170.132075471698,12.876779286603774,8.7661372236478,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2018,98,3.6122448979591835,10520.69387755102,13.39197749622449,10.48842765877551,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
2019,126,3.746031746031746,11535.912698412698,13.073638433253969,11.392916342380953,False,business;shopping;weapons - education;shopping;weapons - entertainment;shopping;weapons - foodandrecipes;shopping;weapons - messageboardsandforums;shopping;weapons - shopping;weapons - 
