year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1997,2,1.0,2076.0,12.74675432,14.26529262,True,education
1998,9,1.8888888888888888,2836.777778,13.71741006,14.62256241,True,education
1999,28,4.928571428571429,3444.678571,12.78295463,14.44790324,True,education
2000,261,4.134099616858237,4386.601533,12.16753489,14.19089664,True,education
2001,452,4.7234513274336285,4747.949114999999,12.37044328,14.47829902,True,education
2002,710,3.992957746478873,5045.435211,12.55127286,14.64530053,True,education
2003,886,3.3871331828442437,5366.849886999999,12.54833586,14.77538239,True,education
2004,1100,3.229090909090909,5415.620909,12.5889241,14.82441087,True,education
2005,1302,3.3509984639016897,5618.43318,12.64958941,14.89733069,True,education
2006,1681,3.391433670434265,5782.4544909999995,12.58958842,14.86293422,True,education
2007,1985,3.224685138539043,5842.714861,12.74271607,14.97014284,True,education
2008,2210,3.276018099547511,5893.077376,12.82684681,15.03666238,True,education
2009,2264,3.0008833922261484,5913.195671,12.93060058,15.06367929,True,education
2010,2887,3.057499134049186,6087.493592,12.970212599999998,15.06405892,True,education
2011,3629,3.1959217415265915,6486.582254,12.9502721,15.11281124,True,education
2012,4341,3.855793595945635,6969.990554999999,12.99627521,15.15080156,True,education
2013,4810,3.655093555093555,7103.168191,13.03989181,15.16144641,True,education
2014,5177,4.019316206297083,7499.525594,13.06141577,15.16599952,True,education
2015,5731,4.162449834234863,7807.308323,13.08858286,15.20885867,True,education
2016,6050,4.70793388429752,8495.101983,13.09229693,15.24132921,True,education
2017,5665,4.72621359223301,8672.345278,13.13750052,15.26729888,True,education
2018,4600,4.625217391304348,10014.344570000001,13.17970362,15.30553148,True,education
2019,5035,4.238530287984111,10899.42959,13.28259913,15.23199194,True,education
