year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2010,2,0.0,2574.0,12.8569335,,True,blogsandpersonal;business;economyandfinance
2011,2,0.0,2574.0,12.8569335,,True,blogsandpersonal;business;economyandfinance
2012,2,0.0,2574.0,12.8569335,,True,blogsandpersonal;business;economyandfinance
2013,2,0.0,2574.0,12.8569335,,True,blogsandpersonal;business;economyandfinance
2014,2,5.5,5204.5,13.51329098,17.08348895,True,blogsandpersonal;business;economyandfinance
2015,4,6.5,6867.25,13.06054987,15.85614553,True,blogsandpersonal;business;economyandfinance
2016,4,7.5,8526.5,13.15604891,15.24247382,True,blogsandpersonal;business;economyandfinance
2017,2,0.0,2574.0,12.8569335,,True,blogsandpersonal;business;economyandfinance
2018,2,0.0,2574.0,12.8569335,,True,blogsandpersonal;business;economyandfinance
2019,1,0.0,2574.0,12.8569335,,True,blogsandpersonal;business;economyandfinance
