year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,2,0.0,2178.0,10.321919975,0.0,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2000,15,1.2666666666666666,3456.6666666666665,11.343370554666667,4.031243462666667,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2001,26,1.5384615384615385,4352.807692307692,10.076443368846155,6.974238499230769,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2002,35,2.3714285714285714,4935.028571428571,10.770168985714285,5.4922051897142845,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2003,56,3.4642857142857144,6908.964285714285,10.945314531250002,6.4766697625,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2004,63,3.5873015873015874,8049.111111111111,11.720234941746034,8.863310596825396,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2005,79,3.329113924050633,7995.898734177215,11.549161920253166,8.00711093670886,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2006,118,2.9491525423728815,8529.440677966102,11.800788711864406,8.794886182203388,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2007,147,1.965986394557823,7808.156462585034,12.015690982585035,8.89710236020408,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2008,159,1.930817610062893,7205.226415094339,12.042035382641508,8.515315983333332,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2009,158,1.7658227848101267,7154.550632911392,12.271750340759493,8.85630222943038,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2010,195,1.5128205128205128,6853.641025641025,11.82896730123077,8.47143510948718,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2011,228,1.8333333333333333,7447.043859649123,12.267813354122806,9.194356371754386,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2012,266,2.037593984962406,8498.992481203008,12.318217979661654,9.53939493736842,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2013,289,2.2525951557093427,8344.373702422145,12.445850483010382,9.198779433702422,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2014,310,2.174193548387097,8508.809677419355,12.928255958193548,9.538213138870969,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2015,344,2.311046511627907,9242.67441860465,12.742558386627907,10.02927997863372,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2016,346,2.4104046242774566,9476.78612716763,12.785425327630058,10.046029553468209,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2017,292,2.6986301369863015,10172.544520547945,13.08544280160959,10.983604325445205,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2018,202,3.504950495049505,14183.39108910891,13.343923517425745,12.128251282772277,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
2019,229,3.6550218340611353,15847.008733624454,13.27156610860262,13.039957223537119,False,business;shopping;vehicles - education;shopping;vehicles - entertainment;shopping;vehicles - messageboardsandforums;shopping;vehicles - shopping;vehicles - 
