year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,2,0.0,3746.5,11.749977885,0.0,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2000,13,1.7692307692307692,4017.0,12.091310754153849,5.389829706153846,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2001,24,1.5,4859.083333333333,12.181598313750001,7.5849850991666665,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2002,40,0.775,5494.575,12.394712328999999,7.6997372595,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2003,54,0.7962962962962963,5608.277777777777,12.333557708518518,8.225511367777777,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2004,46,1.7391304347826086,7120.695652173913,11.84065350152174,8.455784340652174,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2005,49,1.489795918367347,7131.428571428572,11.496942057959185,8.446215912040815,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2006,61,1.3770491803278688,6844.983606557377,11.981667269672128,8.516143194754097,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2007,57,1.1929824561403508,7143.017543859649,12.368073358245612,9.04038102122807,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2008,74,1.6891891891891893,7458.824324324324,12.633251267297299,8.115749495945947,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2009,60,1.9166666666666667,7338.1,12.149815170999998,8.019136699499999,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2010,83,1.9518072289156627,6983.457831325301,12.126726219156625,8.442550573493975,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2011,125,1.656,7152.552,12.260743023120002,8.35928144704,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2012,158,1.4240506329113924,7573.797468354431,12.279876155253165,9.023425922025316,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2013,171,1.7076023391812865,7139.046783625731,12.185278915847952,8.580371960350877,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2014,165,1.981818181818182,7744.69696969697,12.332367982363637,9.170366422181818,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2015,185,2.1837837837837837,9192.475675675676,12.635010626864863,9.629680173405406,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2016,187,2.2941176470588234,9878.245989304813,12.273554765187162,9.85411322379679,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2017,154,1.9545454545454546,8700.42857142857,12.171211238116884,9.502408831428571,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2018,133,2.7518796992481205,11544.398496240601,12.755850823909775,11.288755386315788,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
2019,139,2.805755395683453,11478.05035971223,12.866024182805756,11.00416275856115,False,business;economyandfinance;education - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - 
