year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2006,2,0.0,12649.0,13.45037037,16.28082958,False,business;education;vehicles - education;vehicles - 
2007,2,0.0,12649.0,13.45037037,16.28082958,False,business;education;vehicles - education;vehicles - 
2008,2,0.0,12649.0,13.45037037,16.28082958,False,business;education;vehicles - education;vehicles - 
2009,2,0.0,12649.0,13.45037037,16.28082958,False,business;education;vehicles - education;vehicles - 
2010,2,0.0,12635.0,13.457084255,16.28082958,False,business;education;vehicles - education;vehicles - 
2011,1,0.0,12621.0,13.46379814,16.28082958,False,business;education;vehicles - education;vehicles - 
2012,1,0.0,12621.0,13.46379814,16.28082958,False,business;education;vehicles - education;vehicles - 
2016,1,4.0,6515.0,18.26766802,0.0,False,business;education;vehicles - education;vehicles - 
2017,3,1.3333333333333333,6453.0,15.955330106666665,10.798568359999999,False,business;education;vehicles - education;vehicles - 
2018,2,0.0,6422.0,14.79916115,16.19785254,False,business;education;vehicles - education;vehicles - 
2019,1,0.0,6422.0,14.79916115,16.19785254,False,business;education;vehicles - education;vehicles - 
