year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,1,0.0,1910.0,9.651675213999999,,True,business;informationtech;messageboardsandforums
2000,2,0.0,3852.0,10.91567203,14.11778686,True,business;informationtech;messageboardsandforums
2001,5,2.0,6505.2,11.39980905,14.89934613,True,business;informationtech;messageboardsandforums
2002,4,0.0,3633.0,11.31267308,14.36255379,True,business;informationtech;messageboardsandforums
2003,4,0.0,3637.0,11.31267308,14.36255379,True,business;informationtech;messageboardsandforums
2004,4,0.0,3637.0,11.31267308,14.36255379,True,business;informationtech;messageboardsandforums
2005,3,0.0,4097.333333,11.51990972,14.36255379,True,business;informationtech;messageboardsandforums
2006,6,2.3333333333333335,5352.0,11.55611388,14.69184174,True,business;informationtech;messageboardsandforums
2007,5,2.8,5975.6,11.72914403,14.69184174,True,business;informationtech;messageboardsandforums
2008,8,2.375,6119.375,11.66626008,14.39492527,True,business;informationtech;messageboardsandforums
2009,6,3.0,5998.833333,12.51059104,15.25992943,True,business;informationtech;messageboardsandforums
2010,10,4.1,7389.3,12.28432323,14.62128754,True,business;informationtech;messageboardsandforums
2011,16,2.375,7042.625,12.66397523,14.95265226,True,business;informationtech;messageboardsandforums
2012,24,2.4583333333333335,7013.875,12.26954729,14.86692437,True,business;informationtech;messageboardsandforums
2013,25,3.56,7753.72,11.90065866,14.54152991,True,business;informationtech;messageboardsandforums
2014,22,3.9545454545454546,7673.363636,11.60771838,14.16696035,True,business;informationtech;messageboardsandforums
2015,20,4.1,7756.0,11.79774605,14.62334655,True,business;informationtech;messageboardsandforums
2016,18,3.3333333333333335,7947.555556,11.60518963,13.87022279,True,business;informationtech;messageboardsandforums
2017,15,4.333333333333333,7879.266667,11.26456863,13.87770149,True,business;informationtech;messageboardsandforums
2018,15,5.866666666666666,13373.86667,11.85991676,14.51476817,True,business;informationtech;messageboardsandforums
2019,20,3.3,11146.5,11.38049711,15.08962848,True,business;informationtech;messageboardsandforums
